store_key,staff_key,store_inventory_quantity,date_time
184,1939,1200,2015-06-01
7,7104,900,2015-06-01
62,7362,900,2015-06-01
50,3688,1400,2015-06-01
89,4090,1300,2015-06-01
114,6015,600,2015-07-01
233,2840,1900,2015-07-01
41,7413,1600,2015-07-01
91,2041,1400,2015-07-01
116,2070,500,2015-07-01
280,7141,800,2015-07-01
140,6595,2000,2015-07-01
59,3331,1900,2015-07-01
7,2133,500,2015-07-01
231,1938,1000,2015-07-01
121,788,1600,2015-07-01
218,3482,1200,2015-07-01
34,6160,1600,2015-07-01
292,8534,600,2015-07-01
256,7463,1100,2015-07-01
251,182,2000,2015-07-01
253,3319,1100,2015-07-01
118,4777,1600,2015-07-01
160,4065,1100,2015-07-01
61,1125,1700,2015-07-01
177,3855,800,2015-07-01
93,1799,1300,2015-07-01
180,6845,2000,2015-07-01
62,7362,1800,2015-07-01
145,1836,800,2015-07-01
184,1580,1100,2015-07-01
36,5763,1200,2015-07-01
60,1497,1600,2015-07-01
35,7131,1700,2015-07-01
156,8347,1800,2015-07-01
120,6939,1300,2015-07-01
31,8227,1300,2015-07-01
83,2955,1900,2015-07-01
178,8489,700,2015-07-01
42,5086,1100,2015-07-01
119,6016,1600,2015-07-01
38,305,700,2015-07-01
250,4510,1000,2015-07-01
210,2551,1600,2015-07-01
142,1562,1700,2015-07-01
247,2486,1100,2015-07-01
204,6291,1100,2015-07-01
236,6493,1900,2015-07-01
169,5927,600,2015-07-01
109,6143,700,2015-07-01
223,6429,1000,2015-07-01
150,8521,1300,2015-07-01
267,3951,2000,2015-07-01
90,7192,1300,2015-07-01
200,3666,1500,2015-07-01
262,7458,1800,2015-07-01
196,551,1900,2015-07-01
129,4738,1300,2015-07-01
155,5098,1300,2015-07-01
241,2019,1600,2015-07-01
165,3199,800,2015-07-01
13,5990,1800,2015-07-01
268,4456,500,2015-07-01
63,3557,1600,2015-07-01
192,4756,1900,2015-07-01
148,5246,1400,2015-07-01
47,2846,1100,2015-07-01
127,5732,1100,2015-07-01
50,5821,500,2015-07-01
199,3997,1700,2015-07-01
168,6151,1200,2015-07-01
244,7056,1400,2015-07-01
49,4759,1000,2015-07-01
57,6891,1600,2015-07-01
48,7846,1000,2015-07-01
89,6604,500,2015-07-01
154,6264,800,2015-07-01
273,6569,1600,2015-07-01
286,8102,600,2015-07-01
131,4369,600,2015-07-01
187,3189,1200,2015-07-01
22,5445,500,2015-07-01
190,5197,1300,2015-07-01
162,3210,1400,2015-07-01
245,1613,800,2015-07-01
206,2864,1600,2015-07-01
212,659,500,2015-07-01
137,6927,600,2015-07-01
260,3322,1600,2015-07-01
79,8198,1600,2015-07-01
58,4603,1700,2015-07-01
176,4611,1200,2015-07-01
274,7366,1300,2015-07-01
17,8276,600,2015-07-01
161,6494,800,2015-07-01
153,3145,1200,2015-07-01
134,6763,1200,2015-07-01
55,7645,600,2015-07-01
222,815,1700,2015-07-01
135,6063,1700,2015-07-01
80,7335,1600,2015-07-01
44,6472,700,2015-07-01
103,7569,1700,2015-07-01
164,5344,1500,2015-07-01
270,3497,1800,2015-07-01
53,4791,1900,2015-07-01
86,8173,1600,2015-07-01
110,7218,1300,2015-07-01
248,2465,2000,2015-07-01
43,8386,700,2015-07-01
12,5779,1500,2015-07-01
84,5452,1200,2015-07-01
6,557,1900,2015-07-01
194,8085,700,2015-07-01
111,5494,1400,2015-07-01
28,5434,1100,2015-07-01
122,6801,1100,2015-07-01
137,5504,1800,2015-08-01
35,710,1400,2015-08-01
60,1497,1200,2015-08-01
22,931,1100,2015-08-01
153,1826,1000,2015-08-01
17,3911,1300,2015-08-01
79,4705,1600,2015-08-01
164,2346,700,2015-08-01
180,240,1000,2015-08-01
222,815,1900,2015-08-01
178,8272,1700,2015-08-01
154,7108,900,2015-08-01
270,4269,1900,2015-08-01
57,7537,1500,2015-08-01
49,5576,1700,2015-08-01
250,4510,2000,2015-08-01
194,180,1500,2015-08-01
244,3796,1900,2015-08-01
199,6008,1000,2015-08-01
119,1583,500,2015-08-01
131,2714,1400,2015-08-01
273,7294,1400,2015-08-01
86,708,2000,2015-08-01
142,1562,700,2015-08-01
100,1482,700,2015-08-01
192,6446,1300,2015-08-01
238,5824,1600,2015-08-01
36,8730,1800,2015-08-01
268,6987,1100,2015-08-01
53,4791,1500,2015-08-01
105,3031,1000,2015-08-01
55,2271,900,2015-08-01
83,6492,1100,2015-08-01
165,3199,500,2015-08-01
160,5940,600,2015-08-01
241,2736,1100,2015-08-01
150,4020,2000,2015-08-01
135,1463,1600,2015-08-01
190,4114,800,2015-08-01
206,2864,1600,2015-08-01
251,182,1100,2015-08-01
196,551,600,2015-08-01
267,3951,1100,2015-08-01
280,3356,1400,2015-08-01
38,1237,1200,2015-08-01
134,520,1600,2015-08-01
223,6429,1600,2015-08-01
118,5914,1700,2015-08-01
236,2783,1500,2015-08-01
103,375,1400,2015-08-01
207,8569,1300,2015-08-01
50,5821,1600,2015-08-01
61,1125,700,2015-08-01
93,6698,1300,2015-08-01
253,3319,1200,2015-08-01
248,4417,700,2015-08-01
58,4603,1000,2015-08-01
47,438,1300,2015-08-01
122,7635,1000,2015-08-01
110,7218,900,2015-08-01
127,4579,800,2015-08-01
262,7948,2000,2015-08-01
6,557,800,2015-08-01
256,7463,600,2015-08-01
31,4414,1500,2015-08-01
169,8007,700,2015-08-01
218,7629,600,2015-08-01
109,1094,800,2015-08-01
80,7335,1300,2015-08-01
13,3767,2000,2015-08-01
90,7192,1400,2015-08-01
120,6711,500,2015-08-01
156,3458,1700,2015-08-01
200,3200,1000,2015-08-01
148,5246,1200,2015-08-01
247,5841,2000,2015-08-01
116,7001,1000,2015-08-01
177,3855,1100,2015-08-01
260,3817,1200,2015-08-01
62,1312,1000,2015-08-01
63,7624,1700,2015-08-01
12,2405,1000,2015-08-01
44,4230,600,2015-08-01
292,2498,1200,2015-08-01
84,5452,1100,2015-08-01
161,3920,1200,2015-08-01
145,1836,1200,2015-08-01
129,4738,700,2015-08-01
155,5502,1500,2015-08-01
184,1939,1200,2015-08-01
212,659,1300,2015-08-01
28,863,1900,2015-08-01
42,2994,1000,2015-08-01
43,8386,1100,2015-08-01
91,2041,600,2015-08-01
59,3331,1400,2015-08-01
114,1145,1400,2015-08-01
168,4737,1100,2015-08-01
48,7846,900,2015-08-01
121,7619,1700,2015-08-01
210,2551,1100,2015-08-01
274,7968,700,2015-08-01
140,6381,800,2015-08-01
204,2614,1400,2015-08-01
286,1441,500,2015-08-01
34,6160,1400,2015-08-01
89,6604,1400,2015-08-01
231,5967,1100,2015-08-01
233,5785,800,2015-08-01
187,5378,1400,2015-08-01
71,6359,1400,2015-08-01
162,3210,900,2015-08-01
111,5494,900,2015-08-01
41,300,1100,2015-08-01
176,7112,1500,2015-08-01
245,2142,1300,2015-08-01
7,2133,1400,2015-08-01
280,3356,1300,2015-09-01
53,4791,600,2015-09-01
43,891,700,2015-09-01
44,6472,1100,2015-09-01
6,557,1900,2015-09-01
110,7218,2000,2015-09-01
194,180,1100,2015-09-01
42,2994,1500,2015-09-01
79,4705,1800,2015-09-01
111,5494,900,2015-09-01
238,5824,1300,2015-09-01
59,4693,1900,2015-09-01
103,375,1000,2015-09-01
233,5785,1600,2015-09-01
145,1836,700,2015-09-01
153,3145,1800,2015-09-01
80,7335,1400,2015-09-01
38,305,600,2015-09-01
55,1136,1000,2015-09-01
199,3662,700,2015-09-01
150,7752,1500,2015-09-01
247,5841,500,2015-09-01
180,2588,1100,2015-09-01
60,1497,2000,2015-09-01
7,743,2000,2015-09-01
41,7413,1900,2015-09-01
187,6594,1500,2015-09-01
286,1441,900,2015-09-01
154,5966,1300,2015-09-01
245,7673,800,2015-09-01
210,2551,1100,2015-09-01
49,5610,1800,2015-09-01
250,4510,2000,2015-09-01
48,7846,1000,2015-09-01
114,6015,1100,2015-09-01
244,2027,1900,2015-09-01
58,4603,1200,2015-09-01
248,7903,800,2015-09-01
57,7537,900,2015-09-01
190,5197,600,2015-09-01
93,2936,1900,2015-09-01
212,659,1600,2015-09-01
192,6446,1900,2015-09-01
76,6059,800,2015-09-01
45,4829,1500,2015-09-01
105,3031,700,2015-09-01
184,1939,600,2015-09-01
200,3200,1700,2015-09-01
155,5098,1700,2015-09-01
251,6816,1900,2015-09-01
241,2019,500,2015-09-01
109,6143,1200,2015-09-01
196,38,900,2015-09-01
156,6995,1200,2015-09-01
236,2783,1100,2015-09-01
148,6835,1500,2015-09-01
99,3157,1200,2015-09-01
50,3688,800,2015-09-01
47,6132,1100,2015-09-01
100,1482,1900,2015-09-01
116,2941,1000,2015-09-01
270,8578,700,2015-09-01
137,6927,600,2015-09-01
127,3897,2000,2015-09-01
12,2405,1300,2015-09-01
176,8433,1900,2015-09-01
61,1125,1900,2015-09-01
274,7968,1300,2015-09-01
267,6158,1600,2015-09-01
17,8276,1700,2015-09-01
293,6959,1100,2015-09-01
204,6291,800,2015-09-01
119,6567,1200,2015-09-01
253,3319,900,2015-09-01
162,3210,1900,2015-09-01
71,6743,1700,2015-09-01
89,4786,1300,2015-09-01
118,3953,1900,2015-09-01
160,1255,600,2015-09-01
262,7458,1500,2015-09-01
34,6160,1900,2015-09-01
268,6987,2000,2015-09-01
165,2444,1100,2015-09-01
260,3817,700,2015-09-01
91,2906,1500,2015-09-01
292,4122,900,2015-09-01
63,7624,1700,2015-09-01
206,2864,1600,2015-09-01
84,4590,1500,2015-09-01
161,3920,1900,2015-09-01
90,7192,1500,2015-09-01
231,5219,900,2015-09-01
13,3767,1400,2015-09-01
169,3074,1100,2015-09-01
122,6801,1700,2015-09-01
35,7870,1600,2015-09-01
36,8730,1000,2015-09-01
121,788,1700,2015-09-01
135,6063,1300,2015-09-01
22,5445,1600,2015-09-01
62,4798,1800,2015-09-01
131,155,1800,2015-09-01
273,7294,700,2015-09-01
164,2346,1000,2015-09-01
142,1562,1700,2015-09-01
67,165,1200,2015-09-01
31,4414,700,2015-09-01
134,520,1200,2015-09-01
120,6711,700,2015-09-01
177,3855,1100,2015-09-01
207,8318,1400,2015-09-01
129,6376,1500,2015-09-01
178,5066,1500,2015-09-01
83,2955,1200,2015-09-01
28,5434,1000,2015-09-01
223,7814,1000,2015-09-01
222,7365,1200,2015-09-01
140,6595,900,2015-09-01
256,54,2000,2015-09-01
168,6151,1300,2015-09-01
258,5951,2000,2015-09-01
218,3482,1600,2015-09-01
86,708,1700,2015-09-01
293,5800,500,2015-10-01
59,3331,1900,2015-10-01
145,1836,600,2015-10-01
84,3704,1800,2015-10-01
44,4230,1000,2015-10-01
43,891,1900,2015-10-01
192,4756,1100,2015-10-01
110,7218,1700,2015-10-01
62,1312,1000,2015-10-01
221,4775,900,2015-10-01
28,5434,700,2015-10-01
111,5494,1900,2015-10-01
161,6494,600,2015-10-01
134,8438,900,2015-10-01
80,616,500,2015-10-01
31,4414,1000,2015-10-01
274,7968,700,2015-10-01
176,7112,1200,2015-10-01
140,6595,1900,2015-10-01
42,5086,500,2015-10-01
55,7645,2000,2015-10-01
135,2622,800,2015-10-01
53,4791,1000,2015-10-01
100,6394,600,2015-10-01
233,5350,1000,2015-10-01
6,557,1000,2015-10-01
248,2465,500,2015-10-01
93,1799,1100,2015-10-01
122,6801,1600,2015-10-01
137,7655,1900,2015-10-01
121,574,800,2015-10-01
258,5643,1700,2015-10-01
90,5836,2000,2015-10-01
247,2311,1600,2015-10-01
89,4786,1900,2015-10-01
286,8102,1700,2015-10-01
236,2783,1300,2015-10-01
168,4737,900,2015-10-01
48,7846,1800,2015-10-01
223,1549,1000,2015-10-01
162,97,2000,2015-10-01
199,3662,1000,2015-10-01
196,3495,900,2015-10-01
108,8166,1600,2015-10-01
154,7108,1700,2015-10-01
187,6594,900,2015-10-01
244,7056,600,2015-10-01
129,356,1700,2015-10-01
50,3688,1200,2015-10-01
49,5576,600,2015-10-01
207,8318,600,2015-10-01
57,7537,800,2015-10-01
273,7294,500,2015-10-01
67,8216,1000,2015-10-01
190,8025,1000,2015-10-01
131,4369,1100,2015-10-01
107,5076,1600,2015-10-01
22,5445,1000,2015-10-01
23,2378,1800,2015-10-01
99,3157,1300,2015-10-01
204,2614,800,2015-10-01
245,1613,1300,2015-10-01
165,5332,900,2015-10-01
260,3817,800,2015-10-01
45,2577,800,2015-10-01
200,7454,2000,2015-10-01
292,4122,800,2015-10-01
155,5502,1700,2015-10-01
63,7624,1500,2015-10-01
241,6788,1500,2015-10-01
116,7001,1000,2015-10-01
103,4213,1300,2015-10-01
150,4020,1900,2015-10-01
109,6143,1100,2015-10-01
206,1609,1200,2015-10-01
169,5927,1100,2015-10-01
13,5022,1900,2015-10-01
148,5246,1600,2015-10-01
95,382,2000,2015-10-01
105,3031,1300,2015-10-01
262,7458,2000,2015-10-01
47,438,1300,2015-10-01
267,6158,1300,2015-10-01
58,2829,700,2015-10-01
212,8750,1100,2015-10-01
71,6359,900,2015-10-01
127,3897,1300,2015-10-01
268,4456,500,2015-10-01
184,1580,600,2015-10-01
12,2753,900,2015-10-01
231,1938,1600,2015-10-01
36,6326,600,2015-10-01
280,5358,700,2015-10-01
222,4622,800,2015-10-01
253,6438,600,2015-10-01
156,8347,1400,2015-10-01
218,3928,1300,2015-10-01
153,1826,800,2015-10-01
256,6847,900,2015-10-01
79,4705,800,2015-10-01
160,5940,1900,2015-10-01
61,1125,1500,2015-10-01
251,1771,1000,2015-10-01
76,5024,2000,2015-10-01
7,2133,700,2015-10-01
17,5974,1800,2015-10-01
34,1900,1000,2015-10-01
177,5808,1600,2015-10-01
35,7131,1100,2015-10-01
91,2811,700,2015-10-01
86,8173,1000,2015-10-01
178,5066,1900,2015-10-01
142,1562,1500,2015-10-01
41,7413,2000,2015-10-01
119,6567,1100,2015-10-01
194,7414,500,2015-10-01
70,7064,900,2015-10-01
120,6711,1800,2015-10-01
238,8117,1500,2015-10-01
83,2955,1500,2015-10-01
250,4510,1300,2015-10-01
180,2588,1800,2015-10-01
270,8578,800,2015-10-01
60,5399,2000,2015-10-01
38,1237,700,2015-10-01
114,6015,1400,2015-10-01
210,2551,1400,2015-10-01
118,5914,1900,2015-10-01
164,2346,900,2015-10-01
70,706,2000,2015-11-01
105,7498,900,2015-11-01
61,1125,700,2015-11-01
238,5824,600,2015-11-01
169,8007,600,2015-11-01
13,3767,500,2015-11-01
180,6845,1100,2015-11-01
60,1497,800,2015-11-01
109,6143,1500,2015-11-01
148,4740,1300,2015-11-01
95,4656,1300,2015-11-01
184,1939,1100,2015-11-01
35,7870,900,2015-11-01
28,863,700,2015-11-01
268,4456,1900,2015-11-01
247,2311,1700,2015-11-01
250,1646,700,2015-11-01
162,3210,1200,2015-11-01
160,1255,900,2015-11-01
260,3322,500,2015-11-01
156,3458,500,2015-11-01
45,809,2000,2015-11-01
294,4498,1900,2015-11-01
200,7454,1400,2015-11-01
153,3145,500,2015-11-01
293,5800,1000,2015-11-01
155,5615,1500,2015-11-01
292,4122,1600,2015-11-01
124,200,600,2015-11-01
91,2041,600,2015-11-01
63,7624,1200,2015-11-01
241,6788,1100,2015-11-01
150,7752,1100,2015-11-01
90,5836,600,2015-11-01
206,1364,1300,2015-11-01
47,438,600,2015-11-01
253,6438,1100,2015-11-01
58,4603,700,2015-11-01
108,4473,2000,2015-11-01
23,588,1300,2015-11-01
154,5966,1200,2015-11-01
50,5821,700,2015-11-01
244,2027,1000,2015-11-01
280,7141,1400,2015-11-01
129,356,2000,2015-11-01
178,8489,1300,2015-11-01
164,5239,900,2015-11-01
49,5610,1000,2015-11-01
38,1237,900,2015-11-01
57,6891,1600,2015-11-01
273,6622,2000,2015-11-01
67,8216,2000,2015-11-01
167,8681,600,2015-11-01
142,5689,1300,2015-11-01
131,4369,1400,2015-11-01
22,5907,1000,2015-11-01
107,6022,500,2015-11-01
194,180,1900,2015-11-01
137,7655,1400,2015-11-01
196,551,1300,2015-11-01
36,5763,1000,2015-11-01
190,4114,1400,2015-11-01
199,3662,1000,2015-11-01
212,6552,900,2015-11-01
262,7458,1200,2015-11-01
71,427,1900,2015-11-01
118,5914,1300,2015-11-01
127,3897,1000,2015-11-01
245,7673,1300,2015-11-01
221,4775,1100,2015-11-01
204,2614,900,2015-11-01
99,3157,1700,2015-11-01
251,6816,1300,2015-11-01
267,3951,1200,2015-11-01
89,6604,1300,2015-11-01
236,2783,600,2015-11-01
286,8102,1000,2015-11-01
207,8569,1000,2015-11-01
168,2608,1000,2015-11-01
76,7173,1200,2015-11-01
48,7846,1800,2015-11-01
159,7418,600,2015-11-01
223,7814,1300,2015-11-01
222,4622,700,2015-11-01
187,6594,900,2015-11-01
270,4269,1700,2015-11-01
119,6567,1100,2015-11-01
165,2444,1400,2015-11-01
110,3521,1600,2015-11-01
7,7104,1300,2015-11-01
121,788,1900,2015-11-01
135,6063,900,2015-11-01
209,4324,900,2015-11-01
274,5393,1400,2015-11-01
79,8357,1900,2015-11-01
43,1559,1000,2015-11-01
248,4417,1900,2015-11-01
41,7413,1200,2015-11-01
145,1114,1000,2015-11-01
100,1482,500,2015-11-01
83,2955,1200,2015-11-01
80,7335,700,2015-11-01
192,6991,500,2015-11-01
6,557,1400,2015-11-01
34,8669,900,2015-11-01
176,7112,1900,2015-11-01
122,7635,1000,2015-11-01
258,5643,1300,2015-11-01
59,4693,500,2015-11-01
134,520,500,2015-11-01
120,6711,900,2015-11-01
62,4798,1500,2015-11-01
11,8722,1600,2015-11-01
103,7569,900,2015-11-01
210,2551,1000,2015-11-01
31,4414,2000,2015-11-01
177,3855,1800,2015-11-01
86,8173,1200,2015-11-01
55,1136,1900,2015-11-01
140,6381,700,2015-11-01
218,7629,1900,2015-11-01
256,7463,900,2015-11-01
93,6698,1200,2015-11-01
53,7798,2000,2015-11-01
111,7715,2000,2015-11-01
42,5086,1400,2015-11-01
12,2753,1100,2015-11-01
116,7001,1300,2015-11-01
17,3911,2000,2015-11-01
231,5967,1000,2015-11-01
84,3704,1000,2015-11-01
282,6528,1500,2015-11-01
114,6015,2000,2015-11-01
161,6494,900,2015-11-01
44,4230,500,2015-11-01
233,5785,1100,2015-11-01
251,182,1300,2015-12-01
159,7373,1000,2015-12-01
137,7655,1900,2015-12-01
111,4595,700,2015-12-01
223,6429,900,2015-12-01
59,4693,1600,2015-12-01
187,6594,900,2015-12-01
199,3997,1100,2015-12-01
53,7798,800,2015-12-01
273,7294,1200,2015-12-01
190,8025,1200,2015-12-01
55,1136,1200,2015-12-01
93,2936,800,2015-12-01
23,2378,1800,2015-12-01
247,2486,1300,2015-12-01
44,4230,700,2015-12-01
76,5024,1500,2015-12-01
196,38,500,2015-12-01
7,743,2000,2015-12-01
89,4090,900,2015-12-01
250,4510,1700,2015-12-01
84,4590,500,2015-12-01
155,5098,1900,2015-12-01
248,2465,1700,2015-12-01
236,6493,800,2015-12-01
70,706,1500,2015-12-01
177,3006,900,2015-12-01
258,3272,1300,2015-12-01
286,8102,600,2015-12-01
207,8318,1500,2015-12-01
168,4737,1500,2015-12-01
150,4020,1400,2015-12-01
222,7365,1500,2015-12-01
48,5593,1100,2015-12-01
108,8166,1200,2015-12-01
36,6326,1900,2015-12-01
153,6584,1000,2015-12-01
294,3492,600,2015-12-01
62,4798,2000,2015-12-01
167,1466,600,2015-12-01
131,4369,2000,2015-12-01
107,8029,500,2015-12-01
293,5800,800,2015-12-01
11,6719,1400,2015-12-01
67,165,1000,2015-12-01
28,863,1900,2015-12-01
268,1254,1000,2015-12-01
142,5682,1100,2015-12-01
221,1251,1400,2015-12-01
120,6711,600,2015-12-01
110,4793,800,2015-12-01
116,7001,1500,2015-12-01
184,864,2000,2015-12-01
22,5907,1800,2015-12-01
162,97,1800,2015-12-01
103,375,1900,2015-12-01
178,8489,500,2015-12-01
50,5821,500,2015-12-01
57,7537,800,2015-12-01
140,4568,1000,2015-12-01
244,7056,500,2015-12-01
209,2313,2000,2015-12-01
280,5358,900,2015-12-01
42,2994,1300,2015-12-01
210,2551,1700,2015-12-01
233,2840,1600,2015-12-01
129,356,500,2015-12-01
218,7629,2000,2015-12-01
38,1237,1500,2015-12-01
49,5610,900,2015-12-01
113,2149,1500,2015-12-01
88,4225,1000,2015-12-01
31,4414,700,2015-12-01
256,7463,700,2015-12-01
121,7619,800,2015-12-01
154,7108,1400,2015-12-01
204,6291,1300,2015-12-01
109,1094,1000,2015-12-01
83,2955,1900,2015-12-01
114,6015,1900,2015-12-01
34,1900,2000,2015-12-01
241,2019,600,2015-12-01
105,3031,900,2015-12-01
13,3767,600,2015-12-01
212,6552,1600,2015-12-01
194,8085,1500,2015-12-01
148,5246,1500,2015-12-01
282,7447,1900,2015-12-01
90,7192,1700,2015-12-01
156,3458,1500,2015-12-01
164,2346,1700,2015-12-01
238,8117,700,2015-12-01
35,7131,900,2015-12-01
95,4600,1600,2015-12-01
29,5380,1300,2015-12-01
145,1114,600,2015-12-01
206,1609,1100,2015-12-01
200,3200,1400,2015-12-01
180,240,1900,2015-12-01
6,6226,900,2015-12-01
231,5967,1600,2015-12-01
54,4961,1300,2015-12-01
80,7335,1900,2015-12-01
86,3545,500,2015-12-01
169,8007,1200,2015-12-01
60,8615,700,2015-12-01
61,1125,2000,2015-12-01
79,8198,1500,2015-12-01
63,7624,800,2015-12-01
45,4829,1400,2015-12-01
160,4065,1800,2015-12-01
135,1463,1100,2015-12-01
253,3319,600,2015-12-01
99,3157,1600,2015-12-01
127,4579,900,2015-12-01
270,8578,700,2015-12-01
274,7366,1900,2015-12-01
245,1613,500,2015-12-01
292,2498,1500,2015-12-01
119,1583,1200,2015-12-01
165,5332,1500,2015-12-01
17,8276,1300,2015-12-01
260,3817,500,2015-12-01
41,300,1600,2015-12-01
91,2041,500,2015-12-01
12,5779,1200,2015-12-01
192,4756,1400,2015-12-01
47,438,1400,2015-12-01
71,6743,900,2015-12-01
134,8438,1500,2015-12-01
262,1993,1000,2015-12-01
43,1559,500,2015-12-01
267,6158,1800,2015-12-01
118,4777,1800,2015-12-01
122,8089,1900,2015-12-01
124,8623,600,2015-12-01
100,1482,700,2015-12-01
176,8433,1400,2015-12-01
161,3920,900,2015-12-01
58,4603,2000,2015-12-01
86,3545,800,2016-01-01
223,1549,1100,2016-01-01
14,8124,1100,2016-01-01
79,8198,700,2016-01-01
131,155,700,2016-01-01
103,7569,500,2016-01-01
241,2019,1700,2016-01-01
287,2527,500,2016-01-01
268,6987,1000,2016-01-01
165,3199,700,2016-01-01
236,2783,700,2016-01-01
99,7552,1800,2016-01-01
222,7365,700,2016-01-01
206,2864,1800,2016-01-01
270,4269,1900,2016-01-01
17,5974,1200,2016-01-01
100,2036,800,2016-01-01
190,8025,1900,2016-01-01
53,7798,1800,2016-01-01
267,6158,500,2016-01-01
192,6446,1700,2016-01-01
55,1136,1100,2016-01-01
105,3031,500,2016-01-01
162,3210,1500,2016-01-01
196,38,1800,2016-01-01
150,7752,1600,2016-01-01
70,2665,800,2016-01-01
50,199,1200,2016-01-01
153,1826,1900,2016-01-01
164,2346,1900,2016-01-01
54,4109,600,2016-01-01
136,812,2000,2016-01-01
134,520,800,2016-01-01
238,7700,1000,2016-01-01
135,1463,800,2016-01-01
63,3557,1000,2016-01-01
22,931,2000,2016-01-01
210,5856,600,2016-01-01
11,7605,600,2016-01-01
62,4798,1900,2016-01-01
31,8227,1900,2016-01-01
218,3482,600,2016-01-01
209,2313,1600,2016-01-01
42,5086,1700,2016-01-01
93,1799,1500,2016-01-01
59,3331,1500,2016-01-01
111,5494,1700,2016-01-01
258,5951,500,2016-01-01
248,7903,1200,2016-01-01
121,574,1400,2016-01-01
274,7366,1100,2016-01-01
43,1559,1900,2016-01-01
176,7112,1400,2016-01-01
29,8313,1600,2016-01-01
145,1836,1000,2016-01-01
211,4945,1500,2016-01-01
80,616,1200,2016-01-01
6,557,600,2016-01-01
12,2405,1000,2016-01-01
2,505,1600,2016-01-01
122,6801,1200,2016-01-01
110,3521,1700,2016-01-01
161,6494,1400,2016-01-01
44,5806,1400,2016-01-01
282,7447,1800,2016-01-01
78,1303,800,2016-01-01
184,1580,500,2016-01-01
120,6711,1600,2016-01-01
113,3250,1300,2016-01-01
140,6381,1100,2016-01-01
116,2070,800,2016-01-01
142,5682,1200,2016-01-01
294,3492,600,2016-01-01
178,8489,1900,2016-01-01
38,1496,900,2016-01-01
36,8730,1800,2016-01-01
280,3356,2000,2016-01-01
159,7418,600,2016-01-01
76,6059,2000,2016-01-01
251,182,1700,2016-01-01
253,3319,1200,2016-01-01
39,7639,1600,2016-01-01
118,3953,1200,2016-01-01
61,4960,1800,2016-01-01
28,5434,1400,2016-01-01
35,7870,1100,2016-01-01
60,1497,1100,2016-01-01
91,2041,700,2016-01-01
114,3113,1300,2016-01-01
156,3458,1900,2016-01-01
250,4510,1600,2016-01-01
160,1255,1600,2016-01-01
119,1583,500,2016-01-01
231,5219,700,2016-01-01
34,1900,1900,2016-01-01
177,3855,800,2016-01-01
41,7413,1800,2016-01-01
7,7104,1700,2016-01-01
83,6492,1300,2016-01-01
256,7463,800,2016-01-01
180,2588,1200,2016-01-01
233,2840,1800,2016-01-01
194,180,1500,2016-01-01
245,2142,1400,2016-01-01
57,7537,1600,2016-01-01
95,382,1900,2016-01-01
48,5593,1900,2016-01-01
13,5990,700,2016-01-01
286,3305,1800,2016-01-01
71,427,1300,2016-01-01
47,2846,700,2016-01-01
108,5450,1000,2016-01-01
23,5591,1900,2016-01-01
58,7114,500,2016-01-01
262,7948,700,2016-01-01
154,5966,1200,2016-01-01
127,4579,900,2016-01-01
204,4532,500,2016-01-01
205,2243,1200,2016-01-01
187,3189,1800,2016-01-01
199,3997,1200,2016-01-01
273,6569,1500,2016-01-01
89,6604,1800,2016-01-01
207,8027,800,2016-01-01
168,4737,2000,2016-01-01
244,2027,1500,2016-01-01
169,5927,1100,2016-01-01
148,6835,1400,2016-01-01
261,5987,500,2016-01-01
200,3200,2000,2016-01-01
107,8029,1600,2016-01-01
247,2486,1900,2016-01-01
221,1902,1800,2016-01-01
167,1466,1900,2016-01-01
293,5800,600,2016-01-01
84,4590,800,2016-01-01
260,1590,1100,2016-01-01
45,4829,2000,2016-01-01
109,1094,1300,2016-01-01
